municipal,population_2007,population_2008,population_2009,population_2010,population_2011,population_2012,population_2013,population_2014,population_2015,population_2016,population_2017,population_2018,population_2019,cases_2007,cases_2008,cases_2009,cases_2010,cases_2011,cases_2012,cases_2013,cases_2014,cases_2015,cases_2016,cases_2017,cases_2018,cases_2019,age_0_to_4,age_5_to_14,age_15_to_29,age_30_and_up,illiterate,secondary_education,employed,unemployed,men,women,households_without_water_access,households_without_internet_access,houses_per_km2
sativasur,1256,1234,1225,1204,1212,1176,1170,1147,1131,1113,1092,1097,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,5.63,15.36,20.8,58.21,4.77,48.95,24.05,2.0,47.14,52.86,10.06,63.24,4.185185
siachoque,7728,7682,7622,7577,7481,7368,7266,7165,7061,6927,6792,6729,6747,0,0,0,0,0,0,0,0,0,0,0,0,0,8.03,19.96,23.88,48.13,8.3,37.24,29.21,5.08,51.72,48.28,10.88,62.87,15.175999999999998
soata,9218,9252,9262,9260,9261,9242,9226,9220,9207,9177,9127,9066,8908,0,1,2,17,0,1,25,118,78,425,7,3,16,5.84,13.47,20.6,60.08,5.53,57.0,34.0,5.42,47.58,52.42,5.84,58.67,23.625
socota,10080,10041,10020,9941,9853,9763,9598,9333,8808,8117,7542,7298,7231,0,0,0,0,0,0,1,0,0,0,0,0,1,7.35,18.21,22.18,52.26,10.7,32.16,24.23,2.12,52.84,47.16,27.23,54.36,3.703333
socha,7778,7798,7799,7780,7775,7762,7753,7770,7808,7857,7884,7938,8018,0,0,0,1,0,0,0,0,0,0,0,0,0,6.82,18.19,23.35,51.64,5.33,50.31,33.25,2.86,49.65,50.35,5.38,62.18,9.325758
sogamoso,119204,119471,119683,120203,121520,123724,124965,125429,125719,126087,126653,127235,129346,2,3,2,1,0,4,9,3,1,0,0,0,3,6.14,14.79,24.38,54.69,2.95,63.6,38.14,5.85,47.48,52.52,1.79,49.81,197.235577
somondoco,3377,3375,3363,3331,3281,3180,3113,3064,3011,2986,2924,2910,2887,0,0,0,1,0,0,0,0,0,0,0,0,0,3.28,11.32,15.9,69.5,9.51,35.84,30.16,2.31,48.97,51.03,25.57,63.36,17.396552
sora,2986,2969,2960,2929,2920,2892,2880,2887,2912,2950,2977,3019,3050,0,0,0,1,0,0,0,0,0,0,0,0,0,7.04,16.32,24.94,51.7,7.15,36.35,16.4,15.39,51.55,48.45,13.54,68.4,17.765957
sotaquira,8516,8468,8407,8357,8292,8226,8163,8107,8078,8086,8067,8162,8237,0,0,0,0,0,0,0,0,0,0,0,0,0,7.03,17.84,22.77,52.36,5.08,39.93,33.71,3.37,51.1,48.9,5.55,58.3,8.413194
soraca,6103,6125,6157,6154,6179,6164,6158,6148,6106,6045,5969,5954,6015,0,0,0,0,0,0,0,0,0,0,0,0,0,7.25,19.33,24.05,49.37,7.96,38.53,33.52,2.57,49.81,50.19,12.35,66.02,29.280702
susacon,3602,3588,3570,3533,3408,3207,3100,3027,2945,2844,2746,2717,2704,0,0,0,0,0,0,1,0,0,0,0,0,0,4.31,13.11,20.7,61.88,8.61,40.94,28.02,1.06,51.74,48.26,15.12,49.83,4.787565
sutamarchan,5968,6001,6044,6080,6097,6094,6095,6104,6107,6095,6074,6092,6164,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,16.11,23.27,54.42,6.62,44.01,39.2,2.59,50.1,49.9,28.4,59.65,18.784314
sutatenza,4775,4799,4777,4748,4687,4616,4541,4502,4449,4371,4275,4233,4224,0,0,0,0,0,0,0,2,0,0,0,0,0,4.88,12.74,19.11,63.27,10.6,40.07,26.45,4.26,48.84,51.16,34.22,55.94,30.341463
tasco,6857,6828,6797,6763,6723,6672,6563,6395,6234,6087,5926,5882,5823,0,0,0,0,0,0,1,0,0,0,0,0,0,6.19,17.11,21.48,55.22,5.88,42.27,25.79,2.83,50.25,49.75,3.07,51.37,10.101796
tenza,4676,4655,4625,4581,4517,4380,4305,4249,4162,4045,3919,3851,3828,0,0,1,25,1,0,1,0,0,0,0,0,0,4.07,13.06,17.28,65.59,8.09,37.36,33.11,2.31,49.26,50.74,25.33,42.24,26.627451
tibana,9732,9681,9645,9579,9515,9416,9346,9279,9213,9145,9049,9051,9085,0,0,0,0,0,0,0,0,0,0,0,0,0,6.18,15.52,19.31,59.0,10.23,32.5,27.98,1.95,49.49,50.51,12.36,54.47,22.793388
tibasosa,12881,12843,12795,12718,12567,12377,12227,12192,12262,12448,12678,12940,13196,1,0,0,0,0,0,0,0,0,0,0,0,0,6.18,14.93,24.45,54.44,3.98,55.86,36.63,5.33,49.16,50.84,3.32,60.03,37.755319
tinjaca,2983,3026,3038,3036,3027,3011,3029,3045,3068,3138,3196,3266,3313,0,0,0,0,0,0,0,0,0,0,0,0,0,5.93,16.31,21.23,56.54,7.08,47.54,33.29,1.64,49.95,50.05,27.63,55.31,12.78481
tipacoque,3830,3823,3801,3768,3743,3717,3685,3639,3571,3475,3375,3323,3299,0,0,0,72,0,0,3,0,0,21,1,0,13,5.39,16.11,21.34,57.17,9.83,41.47,30.66,4.25,51.14,48.86,47.06,66.83,13.875
toca,9161,9186,9205,9219,9209,9194,9159,9108,9018,8928,8802,8767,8831,0,0,0,0,0,0,0,0,0,0,0,0,0,8.22,17.84,24.45,49.49,4.75,42.84,35.96,4.67,50.71,49.29,6.86,66.73,16.181818
togui,5116,5056,5002,4964,4878,4777,4693,4626,4569,4479,4376,4335,4330,4,6,1,0,0,0,2,1,4,19,4,0,6,7.05,17.5,19.22,56.23,9.9,32.6,34.14,0.71,51.89,48.11,21.91,66.39,11.313559
topaga,3726,3699,3696,3673,3578,3429,3359,3369,3419,3499,3560,3617,3660,0,0,0,1,0,0,0,0,0,0,0,0,0,6.85,17.05,25.26,50.84,5.86,49.16,31.86,3.71,48.23,51.77,19.02,66.67,31.459459000000003
tota,5673,5653,5644,5621,5574,5540,5498,5465,5401,5315,5198,5179,5206,0,0,0,0,0,0,0,0,0,0,0,0,0,7.42,20.24,21.79,50.55,9.91,29.93,28.21,4.68,50.66,49.34,7.79,47.26,4.550955
tunungua,1660,1639,1633,1622,1601,1569,1540,1537,1523,1534,1529,1540,1559,0,0,0,6,0,0,0,1,0,9,0,0,0,7.73,16.51,21.43,54.33,8.78,37.42,34.67,2.62,54.33,45.67,21.19,76.57,6.780822
turmeque,7259,7194,7158,7125,7062,6984,6817,6576,6381,6251,6152,6118,6131,0,0,0,0,0,0,0,0,0,0,0,0,0,5.45,16.53,18.2,59.82,7.87,38.41,26.88,3.86,49.49,50.51,6.13,63.82,18.773585
tuta,9008,8974,8920,8876,8826,8755,8679,8604,8526,8407,8285,8266,8369,0,0,0,0,0,0,0,0,0,0,0,0,0,7.15,16.62,23.14,53.09,4.81,47.84,29.56,4.45,48.7,51.3,5.85,60.66,15.181818
tutaza,2227,2220,2197,2186,2163,2152,2163,2155,2135,2096,2061,2040,2037,0,0,0,0,0,0,0,0,0,0,0,0,0,6.35,15.72,23.36,54.57,6.19,39.74,25.53,0.89,48.49,51.51,14.62,53.3,4.340741
umbita,10117,10055,9988,9843,9401,8631,8198,8042,7933,7778,7613,7530,7534,0,0,0,0,0,0,0,0,0,0,0,0,0,6.11,15.96,20.45,57.48,7.97,34.35,28.34,3.68,51.56,48.44,13.08,60.75,15.044304
ventaquemada,14650,14580,14502,14418,14314,14229,14216,14300,14564,15021,15364,15706,15920,0,0,0,1,0,0,0,0,0,0,0,0,0,7.04,17.52,23.96,51.48,6.24,41.63,40.35,3.12,49.61,50.39,4.69,68.09,25.264151
viracacha,3499,3480,3459,3437,3394,3376,3309,3230,3121,2997,2881,2837,2817,0,0,0,0,0,0,0,0,0,0,0,0,0,5.03,15.34,21.22,58.4,7.75,34.59,23.39,3.95,51.82,48.18,6.01,42.71,14.0
zetaquira,5133,5113,5088,5059,5028,4980,4934,4891,4838,4758,4663,4629,4621,0,0,0,2,0,0,5,0,0,2,0,0,0,5.74,16.9,20.39,56.96,12.37,38.46,18.09,4.09,50.69,49.31,22.84,58.32,6.539823
manizales,390824,392799,394959,397951,403185,410650,416045,419707,422715,425277,428373,434403,440608,14,2,2,41,0,5,14,14,153,18,11,2,13,4.73,11.37,24.53,59.37,3.5,66.74,41.1,4.43,47.22,52.78,3.15,28.46,235.838879
aguadas,22162,22087,22105,22162,22243,22352,22411,22568,22715,22753,22710,22823,22907,2,5,3,66,3,1,4,5,28,3,6,0,0,5.69,14.23,21.86,58.23,8.07,40.91,42.22,1.29,49.98,50.02,16.8,67.17,14.176348999999998
anserma,35332,35434,35515,35510,35177,34453,34165,34327,34674,35108,35522,36149,36405,2,3,0,52,12,1,1,2,20,40,1,0,4,5.3,13.98,22.55,58.17,6.95,46.34,39.34,2.49,49.8,50.2,20.92,62.12,51.509709
aranzazu,12786,12825,12850,12883,12928,12937,12885,12638,12011,11231,10688,10557,10533,2,0,0,1,0,0,0,1,0,1,0,0,1,6.29,14.74,20.92,58.06,7.65,42.39,37.68,1.39,47.49,52.51,9.65,64.76,22.178808
belalcazar,11428,11387,11385,11362,11180,10789,10620,10619,10661,10671,10638,10660,10634,6,0,2,35,2,0,5,1,9,7,0,0,1,6.96,16.03,23.27,53.75,10.64,39.68,38.96,1.67,50.88,49.12,22.4,70.6,26.017544
chinchina,52588,52207,51933,51758,51672,51661,51678,51695,51725,51509,51199,51271,51773,140,1,38,309,10,6,104,163,60,168,19,3,14,5.15,13.59,23.95,57.31,5.98,54.98,39.0,4.0,48.01,51.99,3.3,52.77,138.696429
filadelfia,12114,12058,12020,11992,11861,11580,11437,11474,11519,11523,11445,11451,11399,1,0,0,63,2,1,1,1,1,37,0,0,0,5.06,13.86,20.75,60.33,8.81,40.12,36.5,5.02,50.33,49.67,16.55,68.85,17.356021
la dorada,71300,70441,69776,69309,69043,68959,68944,69152,69627,70265,70926,71905,72972,123,32,172,310,135,34,353,376,192,53,16,18,297,6.5,16.05,23.46,53.99,6.8,53.95,38.26,6.13,48.52,51.48,4.61,55.5,45.372
la merced,6612,6631,6635,6632,6590,6498,6449,6421,6369,6236,6069,6003,5916,0,0,0,15,0,0,0,0,1,3,0,0,1,5.09,12.88,21.07,60.96,10.16,43.29,39.68,2.25,51.02,48.98,16.58,63.61,5.096154
manzanares,19223,19291,19342,19395,19460,19501,19503,19455,19184,18640,18110,17928,17805,1,0,0,72,0,1,2,7,0,0,0,0,2,6.19,14.77,22.3,56.75,7.95,42.63,38.14,2.36,50.67,49.33,26.65,62.6,23.405738
marmato,8559,8567,8575,8567,8483,8360,8318,8352,8439,8536,8640,8888,9035,2,0,3,85,2,1,9,18,253,56,11,5,10,7.17,16.21,28.04,48.59,7.14,47.27,35.23,7.31,51.13,48.87,22.3,69.68,63.170732
marquetalia,13155,13006,12986,12994,13025,13052,13077,13139,13214,13235,13204,13245,13368,44,2,0,29,3,7,20,14,14,28,7,1,14,6.41,15.75,21.56,56.27,9.06,38.57,36.25,2.15,50.74,49.26,29.44,74.3,26.576687
marulanda,2820,2830,2835,2838,2857,2854,2846,2852,2798,2700,2619,2607,2565,0,0,0,0,0,0,0,0,0,0,0,0,1,6.34,14.42,22.3,56.94,7.93,35.08,41.42,1.44,52.91,47.09,20.05,58.98,1.769784
neira,28503,28570,28612,28518,27640,25972,25000,24124,22803,21642,21079,21024,21040,0,0,0,4,6,1,7,1,1,1,1,0,3,5.7,14.8,22.62,56.88,7.87,44.91,37.72,3.61,50.23,49.77,9.96,62.18,18.242857
norcasia,6489,6470,6463,6461,6307,6047,5920,5921,5945,5969,5979,6022,6075,12,0,5,5,5,0,47,67,174,3,0,4,52,6.54,18.26,25.18,50.03,9.92,46.34,30.14,7.58,49.84,50.16,16.73,66.3,8.730942
pacora,14814,14815,14847,14914,14967,15029,15101,15195,15275,15306,15266,15325,15296,0,0,0,1,0,1,1,0,2,0,0,0,0,4.66,12.74,21.08,61.52,9.89,41.37,38.47,1.88,50.53,49.47,13.21,67.04,17.350943
palestina,16972,16869,16839,16774,16462,15862,15607,15599,15684,15663,15543,15555,15598,37,7,5,112,5,6,66,68,49,27,6,2,8,5.86,14.42,23.62,56.09,9.04,46.1,40.83,2.48,50.6,49.4,8.07,54.59,38.387931
pensilvania,24741,24776,24797,24761,24521,23999,23453,22623,21449,20474,19982,19908,19781,1,1,0,1,0,0,1,0,25,5,0,1,0,5.9,15.58,21.95,56.56,8.68,38.69,38.96,1.56,50.66,49.34,23.55,56.0,11.719298
riosucio,37995,38252,38516,38814,39147,39541,40120,41176,43075,45787,48526,50775,51371,2,2,3,25,1,3,0,5,24,98,1,0,3,5.93,14.26,23.87,55.94,5.56,48.16,39.27,2.63,49.25,50.75,16.61,67.73,33.32634
risaralda,10922,10970,11006,11016,10955,10844,10786,10817,10873,10865,10796,10815,10640,2,11,5,77,2,3,9,9,7,48,5,2,1,5.37,14.72,22.86,57.06,10.13,40.06,42.46,1.31,52.57,47.43,35.59,80.45,29.824074
salamina,19984,20126,20217,20309,20398,20454,20486,20464,20297,19931,19551,19467,19387,0,0,1,26,2,1,0,17,3,13,2,0,0,4.85,13.29,20.44,61.42,8.37,47.62,37.96,3.11,50.31,49.69,12.52,57.74,14.364764
samana,19828,19945,20012,20056,20083,20127,20183,20293,20420,20452,20375,20454,20116,2,0,2,2,1,1,26,6,35,13,2,4,13,6.17,16.67,22.16,55.0,10.04,37.76,38.44,2.65,51.11,48.89,28.51,66.3,7.710754
san jose,5352,5261,5241,5213,5121,4929,4853,4871,4871,4887,4847,4835,4875,0,0,1,2,0,0,2,0,1,1,0,0,0,5.9,14.26,22.19,57.65,10.74,39.32,40.05,1.48,51.46,48.54,30.07,68.54,27.169811
supia,25273,25335,25404,25472,25566,25675,25809,26054,26484,27052,27787,28642,29021,5,2,7,131,3,0,3,33,59,113,2,1,14,6.19,14.62,25.19,54.0,5.97,49.77,38.32,2.27,48.78,51.22,12.95,69.13,67.901639
victoria,9213,9242,9256,9298,9323,9378,9420,9487,9632,9775,9924,10157,10255,7,15,8,5,5,5,30,13,9,1,2,2,14,6.07,15.76,22.26,55.91,10.39,45.2,39.51,2.39,49.39,50.61,11.19,62.1,5.459566000000001
villamaria,47384,47565,47769,47989,48279,48671,49316,50721,53714,58265,62198,64652,66189,4,0,0,3,0,0,1,5,4,8,2,0,1,5.58,13.3,24.07,57.05,4.22,63.2,42.11,3.71,48.21,51.79,5.55,35.3,43.537961
viterbo,12515,12557,12595,12657,12825,13075,13188,13136,13036,12872,12739,12734,12780,33,9,70,44,8,4,51,83,34,29,7,0,65,4.99,13.54,23.21,58.26,7.16,52.87,38.8,3.31,47.37,52.63,5.45,59.86,36.172727
florencia,134923,137311,139603,142190,145931,150883,154556,157111,159424,161985,165170,168346,170764,0,6,0,0,0,737,444,358,388,273,45,68,368,7.75,17.74,29.18,45.34,5.54,54.91,35.64,5.3,49.51,50.49,7.3,56.32,21.769634
albania,6052,6211,6383,6550,6709,6835,6893,6791,6449,5817,5129,4675,4491,15,20,16,120,17,65,9,7,12,46,0,0,55,7.29,19.56,27.6,45.55,7.13,43.95,33.05,2.44,51.46,48.54,32.02,72.99,3.383693
belen de los andaquies,11112,11424,11672,11878,11990,11896,11647,11296,10993,10861,10905,11021,11102,0,3,0,0,18,31,47,7,6,3,0,2,32,8.18,22.27,27.23,42.33,11.52,43.52,23.75,8.5,50.15,49.85,25.9,83.01,2.452542
cartagena del chaira,20595,21247,21868,22557,23318,24197,25244,26400,27501,28492,29551,30399,30778,29,3,8,9,10,45,19,18,5,11,3,1,40,9.29,24.76,26.62,39.33,9.32,34.05,28.69,3.82,51.42,48.58,33.27,69.64,0.6201399999999999
curillo,7034,7109,7142,7171,7178,7153,7162,7233,7264,7346,7477,7593,7683,37,46,9,102,75,49,6,4,22,57,3,2,76,8.61,23.41,26.2,41.78,10.76,39.13,27.92,5.52,50.56,49.44,23.78,68.31,4.969499
el doncello,17612,17883,18171,18482,18743,18919,19097,19330,19446,19450,19376,19294,19256,0,57,0,0,13,68,39,52,33,12,3,0,30,7.84,20.32,25.06,46.78,8.38,42.44,32.7,3.31,49.45,50.55,22.88,77.53,4.6168
el paujil,14825,15169,15509,15804,15841,15726,15858,16166,16508,16991,17577,18036,18251,0,26,0,0,6,38,18,14,23,11,3,1,22,8.56,21.08,27.21,43.15,9.6,36.98,36.19,3.19,50.72,49.28,40.45,85.86,3.417788
la montanita,15513,15960,16410,16806,16874,16608,16640,16611,16057,15249,14793,14714,14662,19,4,6,27,7,32,6,5,9,5,3,0,19,7.58,24.37,26.49,41.56,9.08,36.04,31.73,2.66,53.08,46.92,48.81,79.89,2.40027
milan,7407,7630,7848,8076,8222,8312,8471,8651,8817,9013,9379,9723,9838,0,1,0,0,7,29,25,1,3,3,0,0,1,8.87,25.6,28.04,37.49,10.87,39.24,27.47,5.28,52.66,47.34,59.85,71.07,1.600965
morelia,3676,3785,3888,3937,3853,3554,3455,3491,3521,3556,3632,3698,3718,0,0,0,0,9,42,4,2,5,11,0,1,1,8.33,18.9,26.81,45.97,8.54,42.54,33.49,3.52,51.01,48.99,33.81,78.84,2.1784950000000003
puerto rico,21069,22059,22761,23318,23795,24171,24591,24995,25296,25607,26093,26517,26329,115,31,40,130,38,61,55,56,20,38,4,3,86,8.15,22.29,27.55,42.02,9.46,37.03,29.83,3.58,51.06,48.94,28.91,77.5,2.688889
san jose del fragua,9438,9703,9960,10192,10455,10698,10963,11274,11581,11968,12413,12797,12949,0,2,0,0,40,27,9,16,0,1,1,1,41,8.63,22.39,28.01,40.97,8.48,41.87,30.5,3.75,51.14,48.86,18.08,68.24,5.769231
san vicente del caguan,32179,31945,32245,32776,33307,33897,34929,37153,41181,45773,49021,50719,51714,65,97,65,171,154,349,307,166,254,372,192,106,430,8.99,22.47,28.03,40.51,8.33,36.41,33.29,2.77,52.55,47.45,36.08,69.29,0.549195
solano,8694,8824,9080,9368,9697,9993,10296,10533,10692,10808,11033,11214,11359,46,1,0,2,5,22,50,6,37,26,5,3,10,9.49,24.39,30.89,35.23,9.14,34.16,22.38,3.51,55.2,44.8,49.31,75.99,0.06886
solita,7325,7392,7326,7094,6722,6351,6127,6012,5975,6018,6114,6216,6280,0,7,0,0,10,19,15,6,2,1,0,0,5,8.36,22.54,26.83,42.28,9.94,36.48,33.24,1.73,51.06,48.94,31.02,68.67,2.765957
valparaiso,6649,6706,6823,6963,7116,7245,7354,7365,7220,6980,6876,6887,6968,0,14,0,0,5,29,14,2,14,23,1,0,5,7.25,22.44,26.88,43.42,8.07,42.16,26.83,7.83,52.68,47.32,44.06,73.81,1.495074
popayan,267499,270060,272730,275580,278598,280918,283410,287312,292454,298986,307149,318059,321991,3,8,28,305,28,6,23,8,24,50,3,3,17,6.15,13.43,25.74,54.68,3.64,62.79,37.52,6.23,48.07,51.93,3.01,39.22,176.225673
almaguer,18716,19034,19343,19660,19946,20250,20444,20545,20418,19826,19033,18449,18263,0,0,0,0,0,0,0,0,0,0,0,0,0,6.51,16.03,25.7,51.76,13.25,30.48,27.11,3.67,50.11,49.89,64.36,73.16,16.309375
argelia,24286,24642,25010,25407,25781,26039,26230,26252,26086,26009,25987,26144,26376,0,4,1,9,35,0,1,0,11,45,2,3,2,7.33,18.28,28.98,45.42,9.24,31.1,39.0,2.48,52.21,47.79,42.8,83.06,11.433588
balboa,23786,23938,24125,24253,24305,24131,23555,22601,21653,21114,20972,21108,21270,1,0,2,22,2,2,10,1,1,11,1,1,2,7.09,17.01,26.13,49.77,9.12,32.69,36.63,6.29,50.31,49.69,43.84,80.9,16.723881
bolivar,44257,44983,45724,46502,47214,47813,48220,48072,46676,43596,40111,38048,37327,0,0,0,0,0,5,16,2,0,5,2,0,2,6.0,15.02,24.73,54.25,10.28,34.26,34.87,6.32,50.88,49.12,62.35,80.76,16.793377
buenos aires,25674,26384,26947,27410,27848,28210,28617,29090,29656,30289,30904,31436,31754,0,0,1,8,0,4,5,10,12,32,4,0,6,8.45,19.4,28.41,43.75,9.11,43.01,35.38,4.22,49.95,50.05,42.62,86.9,20.487805
cajibio,35509,36157,36821,37520,38247,39068,39720,40252,40756,41200,41591,42014,42439,0,0,0,6,1,1,0,3,2,3,1,5,1,7.8,17.79,26.69,47.72,10.49,33.86,26.12,12.97,51.3,48.7,49.11,73.99,12.285141
caldono,31818,32385,32997,33630,34333,35134,35913,36619,37395,38283,39159,39946,40898,1,3,3,7,1,0,4,2,0,3,2,9,4,11.22,20.61,28.24,39.93,10.3,36.84,29.42,4.1,51.12,48.88,16.24,77.13,21.654354
caloto,17870,18193,18562,19269,21453,26865,30885,32198,32730,32952,32960,30181,30143,1,10,11,60,7,2,9,3,8,6,2,3,10,8.04,17.56,28.68,45.72,7.74,51.88,32.69,5.65,49.72,50.28,39.07,80.06,18.337531
corinto,21993,22116,22329,22588,22847,23077,23302,23627,24044,24440,24842,25286,25342,3,1,13,43,3,0,33,11,12,40,3,19,152,7.01,16.83,28.98,47.18,8.36,49.82,37.06,5.75,49.98,50.02,34.95,73.16,24.847682
el tambo,43692,45474,46572,47353,48032,48666,49268,49991,50883,51938,52981,53891,53840,0,0,1,27,0,1,21,3,2,9,1,1,1,6.54,17.09,24.88,51.49,9.9,34.91,34.34,3.48,51.39,48.61,28.42,73.82,3.851829
florencia,6062,6099,6115,6078,5922,5667,5387,5187,5085,5101,5141,5202,5254,205,205,257,292,285,0,2,0,1,0,0,1,0,5.97,17.1,26.94,49.99,8.84,34.13,35.51,4.32,51.13,48.87,8.61,72.3,25.571429
guachene,19725,20049,20363,20513,20044,18367,16964,16644,16716,16774,16729,19671,19850,0,0,0,2,5,2,17,4,17,15,2,0,21,7.03,16.96,28.47,47.54,5.41,60.57,31.55,8.36,46.75,53.25,10.32,85.02,13.908163
guapi,29126,29477,29803,29966,29299,27699,27115,27223,27449,27572,27517,27616,27619,1,0,2,16,6,39,7,21,28,16,5,6,5,9.92,24.42,27.38,38.27,16.28,40.18,28.53,6.29,49.72,50.28,70.54,78.38,2.300634
inza,27699,28083,28496,28877,29199,29408,29427,29195,28871,28650,28682,28879,29170,1,0,0,5,0,1,0,1,1,2,0,2,0,10.29,20.83,27.38,41.51,9.91,36.9,25.95,2.82,50.75,49.25,64.87,83.85,5.403021
jambalo,14143,14285,14497,14763,15130,15662,16077,16400,16741,17116,17481,17841,18240,0,0,1,1,0,1,2,0,0,2,0,0,0,10.47,20.88,30.21,38.44,10.58,39.66,29.91,13.52,50.68,49.32,27.47,84.5,13.807087
la sierra,11043,11233,11430,11623,11869,12150,12312,12296,12092,11548,11018,10749,10674,0,0,1,9,2,0,0,0,1,0,0,0,0,6.52,15.1,25.03,53.35,9.74,41.3,22.56,5.28,51.4,48.6,51.15,84.12,14.184332
la vega,33428,33834,34252,34693,35007,34886,33984,31824,28783,26264,24946,24501,24542,0,0,0,0,0,1,5,11,15,7,0,1,0,6.99,15.07,26.68,51.25,9.72,36.55,26.52,2.71,50.96,49.04,42.02,68.64,10.965587
lopez de micay,15879,16357,16589,16723,16881,16977,17135,17341,17599,17940,18298,18580,18761,0,0,1,2,0,0,0,3,2,2,0,1,2,11.4,26.24,27.85,34.52,14.81,31.44,16.74,5.69,50.86,49.14,71.09,74.77,1.232027
mercaderes,18111,18448,18717,19091,19535,20141,20584,20964,21365,21832,22258,22688,22901,6,0,0,87,1,1,46,4,8,13,0,7,1,5.69,16.24,22.79,55.28,10.17,38.85,33.96,6.43,50.1,49.9,22.24,65.37,5.759371
miranda,32920,33200,33547,33584,32432,30023,29225,29414,29864,30334,30799,31360,31733,0,4,22,68,3,59,57,75,49,56,2,0,50,6.74,16.42,26.62,50.22,6.11,56.3,35.67,4.97,48.99,51.01,13.66,77.68,49.391534
morales,25030,25491,25958,26482,27112,27942,28910,30409,32930,35713,37656,38838,39516,1,0,0,2,0,3,0,1,4,3,1,1,1,9.81,18.91,27.69,43.59,10.15,36.4,32.62,3.22,50.79,49.21,34.45,72.53,31.154717
padilla,8476,8563,8698,8818,8946,9052,9163,9297,9454,9612,9780,9937,9953,1,1,9,38,2,1,13,5,13,22,2,4,9,6.37,16.48,27.23,49.93,5.43,59.67,30.61,9.48,47.38,52.62,5.34,83.84,28.77
paez,36457,37655,38552,39336,40065,40733,41379,42146,43031,44013,44950,45776,46278,0,0,0,0,0,6,3,28,15,10,2,2,4,12.31,22.89,28.07,36.73,9.41,36.28,28.97,2.22,51.2,48.8,77.91,89.23,4.657667
patia,21650,21992,22327,22767,23467,24696,26911,29952,32744,34706,35939,36848,37183,6,3,11,164,34,50,101,40,101,85,14,24,23,6.85,16.71,25.39,51.06,9.34,42.56,28.27,12.0,48.69,51.31,37.37,72.11,12.457815
piamonte,1419,1509,1656,1927,2355,3062,4013,5109,6339,7529,8339,8811,9004,2,0,1,1,10,3,2,4,7,1,5,56,32,9.25,23.19,26.6,40.97,7.19,37.66,34.5,4.21,51.56,48.44,22.37,76.24,1.892857
piendamo-tunia,34800,35001,35407,35883,36395,36843,37317,37888,38591,39317,40045,40818,41362,0,0,0,6,7,2,6,15,13,7,0,1,1,7.47,16.14,26.35,50.04,7.42,46.59,36.35,4.66,49.57,50.43,5.53,77.05,50.456853
puerto tejada,44751,44963,45263,45605,45950,46041,45686,44583,42733,41468,41139,41615,41648,0,4,47,102,27,83,39,21,178,84,13,7,13,7.06,16.56,27.04,49.34,3.85,63.14,37.14,6.96,46.47,53.53,2.71,72.38,33.788043
purace,15343,15605,15849,16100,16366,16554,16756,16926,17034,17106,17155,17272,17423,0,0,0,0,1,0,0,0,0,0,0,0,0,8.68,17.83,29.08,44.41,7.4,43.43,34.83,4.37,50.07,49.93,65.94,86.14,5.175389
rosas,11513,11643,11807,11969,12148,12286,12373,12397,12265,11939,11599,11475,11495,0,0,0,0,0,1,0,0,2,5,1,0,2,5.47,14.64,23.36,56.52,9.39,40.76,27.4,4.38,51.41,48.59,45.03,83.06,24.9
san sebastian,13209,13386,13571,13732,13824,13755,13421,12734,11923,11320,11001,10948,11004,1,0,1,2,0,0,0,0,0,0,0,0,0,5.71,14.68,26.66,52.95,7.73,35.94,34.18,6.24,50.22,49.78,28.97,70.73,6.880734
santander de quilichao,84360,86026,87682,89330,91013,92632,94539,97238,100752,104509,107620,110445,111789,38,46,256,342,49,43,119,56,60,131,8,7,25,7.44,16.2,27.15,49.2,4.85,56.46,39.65,4.69,48.79,51.21,14.06,62.53,56.03668
santa rosa,5103,5072,5058,5076,5097,5130,5163,5218,5258,5303,5321,5339,5354,0,0,0,0,0,2,1,0,0,1,0,0,2,7.43,19.5,25.31,47.75,7.2,37.72,19.09,7.69,52.43,47.57,61.43,75.93,0.479675
silvia,31762,32290,32865,33407,33915,34304,34717,35108,35596,36160,36758,37337,37713,0,0,2,5,1,0,0,1,2,0,3,0,0,9.51,18.38,28.83,43.27,9.0,41.64,38.52,3.23,49.81,50.19,52.28,76.69,11.910876
sotara,16157,16431,16656,16790,16741,16380,15576,14669,14038,13786,13791,13939,14079,0,0,0,0,1,0,0,0,0,0,0,0,0,6.79,14.91,26.61,51.69,5.53,44.77,35.93,2.37,49.97,50.03,40.33,76.05,6.808511
suarez,19549,19840,20176,20554,21221,22364,24063,26687,29075,30455,31264,31904,32226,0,0,0,0,0,1,4,3,2,22,4,0,28,8.6,19.15,27.79,44.46,8.25,41.9,33.29,8.66,50.49,49.51,44.37,72.68,18.236504
sucre,8028,8165,8296,8463,8602,8779,8895,9037,9161,9274,9377,9489,9582,0,0,0,0,0,1,6,7,5,75,2,0,5,5.74,15.85,25.98,52.43,13.08,35.78,5.63,37.2,50.91,49.09,59.92,77.26,37.875
timbio,29287,29672,30195,30767,31320,31803,32331,32847,33487,34168,34826,35479,35895,0,0,0,6,1,0,7,2,2,8,2,0,5,6.41,14.83,25.04,53.73,6.89,46.81,30.89,8.14,49.6,50.4,5.54,73.96,45.404878
